BAY,BAM,BTM,Gender,Score,RAY,RAM,RTM,D,RLD
14,1,169,F,91,12,4,148,-21,Severe
8,6,102,M,107,13,11,167,65,Well
14,5,173,M,29,6,8,80,-93,Severe
6,10,82,M,16,5,11,71,-11,Severe
14,0,168,M,69,10,1,121,-47,Severe
12,3,147,M,71,10,3,123,-24,Severe
8,4,100,F,2,5,3,63,-37,Severe
9,9,117,M,15,5,11,71,-46,Severe
14,3,171,F,59,9,1,109,-62,Severe
7,0,84,M,88,12,0,144,60,Well
12,2,146,M,54,8,7,103,-43,Severe
16,2,194,M,50,8,3,99,-95,Severe
10,11,131,M,82,11,5,137,6,Well
17,5,209,F,72,10,4,124,-85,Severe
7,0,84,F,99,13,1,157,73,Well
8,5,101,F,79,11,1,133,32,Well
14,5,173,M,107,13,11,167,-6,Severe
5,4,64,M,106,13,10,166,102,Well
6,10,82,M,94,12,7,151,69,Well
9,0,108,M,60,9,2,110,2,Good
9,5,113,M,4,5,4,64,-49,Severe
17,1,205,F,4,5,4,64,-141,Severe
9,4,112,F,54,8,7,103,-9,Severe
13,9,165,F,15,5,11,71,-94,Severe
6,9,81,F,110,14,3,171,90,Well
8,3,99,M,39,7,5,89,-10,Severe
6,6,78,F,17,6,0,72,-6,Severe
8,4,100,F,30,6,9,81,-19,Severe
8,10,106,M,43,7,8,92,-14,Severe
15,7,187,F,83,11,6,138,-49,Severe
17,10,214,M,21,6,2,74,-140,Severe
17,2,206,M,34,7,0,84,-122,Severe
13,10,166,F,78,11,0,132,-34,Severe
18,4,220,F,102,13,6,162,-58,Severe
7,0,84,F,63,9,6,114,30,Well
12,9,153,F,20,6,2,74,-79,Severe
12,3,147,M,42,7,7,91,-56,Severe
17,1,205,F,88,12,0,144,-61,Severe
10,5,125,F,43,7,8,92,-33,Severe
10,1,121,M,55,8,8,104,-17,Severe
5,10,70,M,93,12,6,150,80,Well
10,7,127,M,88,12,0,144,17,Well
7,10,94,F,99,13,1,157,63,Well
15,10,190,M,38,7,4,88,-102,Severe
11,10,142,M,70,10,2,122,-20,Severe
16,8,200,M,10,5,7,67,-133,Severe
9,1,109,M,16,5,11,71,-38,Severe
14,5,173,M,86,11,10,142,-31,Severe
16,0,192,M,99,13,1,157,-35,Severe
14,4,172,F,39,7,5,89,-83,Severe
14,8,176,M,69,10,1,121,-55,Severe
10,3,123,M,105,13,9,165,42,Well
11,8,140,F,3,5,3,63,-77,Severe
12,2,146,M,18,6,1,73,-73,Severe
12,3,147,M,74,10,7,127,-20,Severe
9,1,109,M,42,7,7,91,-18,Severe
15,6,186,F,27,6,7,79,-107,Severe
15,9,189,F,29,6,8,80,-109,Severe
7,5,89,F,86,11,10,142,53,Well
8,3,99,F,93,12,6,150,51,Well
13,0,156,F,91,12,4,148,-8,Severe
13,8,164,M,17,6,0,72,-92,Severe
8,7,103,F,54,8,7,103,0,Neutral
18,10,226,M,38,7,4,88,-138,Severe
15,8,188,M,31,6,9,81,-107,Severe
13,10,166,M,26,6,6,78,-88,Severe
16,10,202,F,77,10,11,131,-71,Severe
7,6,90,M,76,10,10,130,40,Well
11,8,140,M,39,7,5,89,-51,Severe
9,7,115,M,100,13,3,159,44,Well
14,10,178,F,95,12,9,153,-25,Severe
5,3,63,F,41,7,6,90,27,Well
14,6,174,M,45,7,10,94,-80,Severe
11,6,138,F,33,6,11,83,-55,Severe
5,6,66,M,58,9,0,108,42,Well
13,5,161,M,75,10,9,129,-32,Severe
16,0,192,F,57,8,10,106,-86,Severe
7,3,87,F,71,10,3,123,36,Well
12,9,153,F,88,12,0,144,-9,Severe
12,3,147,M,63,9,6,114,-33,Severe
15,4,184,F,83,11,6,138,-46,Severe
13,2,158,M,20,6,2,74,-84,Severe
6,5,77,F,71,10,3,123,46,Well
11,3,135,M,21,6,2,74,-61,Severe
17,2,206,M,73,10,6,126,-80,Severe
10,1,121,M,89,12,1,145,24,Well
14,8,176,M,46,7,11,95,-81,Severe
17,3,207,F,16,5,11,71,-136,Severe
5,9,69,F,63,9,6,114,45,Well
6,6,78,F,42,7,7,91,13,Well
13,7,163,M,10,5,7,67,-96,Severe
7,3,87,F,88,12,0,144,57,Well
7,5,89,M,52,8,5,101,12,Well
16,8,200,M,39,7,5,89,-111,Severe
12,1,145,M,7,5,6,66,-79,Severe
17,1,205,M,97,12,11,155,-50,Severe
17,11,215,M,87,11,11,143,-72,Severe
10,2,122,M,51,8,4,100,-22,Severe
15,3,183,F,86,11,10,142,-41,Severe
7,7,91,M,32,6,10,82,-9,Severe
15,3,183,F,100,13,3,159,-24,Severe
14,4,172,M,6,5,5,65,-107,Severe
8,9,105,M,93,12,6,150,45,Well
18,9,225,M,98,13,0,156,-69,Severe
18,2,218,M,22,6,3,75,-143,Severe
17,1,205,M,83,11,6,138,-67,Severe
10,9,129,M,77,10,11,131,2,Good
5,8,68,M,67,9,10,118,50,Well
12,11,155,M,98,13,0,156,1,Good
13,5,161,F,99,13,1,157,-4,Mild
5,3,63,F,33,6,11,83,20,Well
13,3,159,M,4,5,4,64,-95,Severe
18,7,223,F,73,10,6,126,-97,Severe
6,5,77,M,67,9,10,118,41,Well
9,7,115,M,78,11,0,132,17,Well
5,8,68,M,72,10,4,124,56,Well
15,9,189,F,11,5,8,68,-121,Severe
17,2,206,F,28,6,8,80,-126,Severe
5,5,65,M,91,12,4,148,83,Well
8,10,106,M,24,6,5,77,-29,Severe
5,3,63,F,36,7,2,86,23,Well
9,2,110,M,76,10,10,130,20,Well
17,4,208,M,77,10,11,131,-77,Severe
11,8,140,M,2,5,3,63,-77,Severe
5,10,70,F,79,11,1,133,63,Well
14,7,175,F,108,14,0,168,-7,Severe
17,5,209,M,71,10,3,123,-86,Severe
5,8,68,F,49,8,2,98,30,Well
15,4,184,F,18,6,1,73,-111,Severe
12,3,147,M,58,9,0,108,-39,Severe
10,6,126,F,89,12,1,145,19,Well
16,10,202,M,85,11,9,141,-61,Severe
6,8,80,F,79,11,1,133,53,Well
16,7,199,M,103,13,6,162,-37,Severe
14,1,169,M,86,11,10,142,-27,Severe
11,5,137,F,95,12,9,153,16,Well
14,1,169,F,13,5,9,69,-100,Severe
8,1,97,F,55,8,8,104,7,Well
13,0,156,M,79,11,1,133,-23,Severe
9,8,116,M,70,10,2,122,6,Well
9,4,112,F,57,8,10,106,-6,Severe
5,4,64,F,34,7,0,84,20,Well
17,0,204,F,37,7,3,87,-117,Severe
14,11,179,F,20,6,2,74,-105,Severe
11,3,135,F,78,11,0,132,-3,Mild
7,11,95,F,6,5,5,65,-30,Severe
12,10,154,F,104,13,7,163,9,Well
5,2,62,F,2,5,3,63,1,Good
17,3,207,F,56,8,9,105,-102,Severe
14,2,170,M,76,10,10,130,-40,Severe
9,6,114,F,60,9,2,110,-4,Mild
8,11,107,F,58,9,0,108,1,Good
17,3,207,M,68,10,0,120,-87,Severe
15,6,186,F,102,13,6,162,-24,Severe
6,0,72,F,93,12,6,150,78,Well
8,3,99,F,109,14,1,169,70,Well
5,11,71,M,40,7,5,89,18,Well
7,0,84,F,28,6,8,80,-4,Mild
10,0,120,F,8,5,6,66,-54,Severe
18,8,224,F,57,8,10,106,-118,Severe
15,3,183,F,37,7,3,87,-96,Severe
17,5,209,F,62,9,4,112,-97,Severe
5,3,63,M,48,8,1,97,34,Well
15,7,187,M,22,6,3,75,-112,Severe
7,11,95,M,67,9,10,118,23,Well
12,10,154,F,10,5,7,67,-87,Severe
7,9,93,F,84,11,7,139,46,Well
12,4,148,F,68,10,0,120,-28,Severe
7,8,92,F,47,8,0,96,4,Good
9,11,119,M,15,5,11,71,-48,Severe
14,11,179,M,72,10,4,124,-55,Severe
12,4,148,M,101,13,4,160,12,Well
8,11,107,F,5,5,5,65,-42,Severe
12,2,146,F,53,8,6,102,-44,Severe
12,0,144,F,39,7,5,89,-55,Severe
9,11,119,M,106,13,10,166,47,Well
7,3,87,F,56,8,9,105,18,Well
12,3,147,M,87,11,11,143,-4,Mild
13,5,161,F,88,12,0,144,-17,Severe
9,1,109,M,10,5,7,67,-42,Severe
16,9,201,F,66,9,9,117,-84,Severe
16,3,195,M,61,9,3,111,-84,Severe
8,3,99,F,57,8,10,106,7,Well
18,4,220,F,37,7,3,87,-133,Severe
7,8,92,M,5,5,5,65,-27,Severe
6,9,81,M,89,12,1,145,64,Well
15,2,182,M,9,5,7,67,-115,Severe
8,6,102,M,88,12,0,144,42,Well
8,10,106,M,38,7,4,88,-18,Severe
18,1,217,M,24,6,5,77,-140,Severe
11,6,138,M,20,6,2,74,-64,Severe
6,0,72,M,94,12,7,151,79,Well
13,11,167,M,11,5,8,68,-99,Severe
8,6,102,M,19,6,1,73,-29,Severe
5,10,70,M,77,10,11,131,61,Well
10,1,121,M,79,11,1,133,12,Well
8,7,103,F,7,5,6,66,-37,Severe
18,8,224,M,36,7,2,86,-138,Severe
18,0,216,M,86,11,10,142,-74,Severe
15,3,183,M,30,6,9,81,-102,Severe
9,2,110,M,57,8,10,106,-4,Mild
15,6,186,F,15,5,11,71,-115,Severe
11,5,137,M,3,5,3,63,-74,Severe
6,0,72,M,48,8,1,97,25,Well
11,1,133,F,98,13,0,156,23,Well
8,11,107,F,47,8,0,96,-11,Severe
18,4,220,F,76,10,10,130,-90,Severe
17,3,207,M,107,13,11,167,-40,Severe
10,4,124,M,27,6,7,79,-45,Severe
5,7,67,F,52,8,5,101,34,Well
14,2,170,M,39,7,5,89,-81,Severe
7,0,84,M,5,5,5,65,-19,Severe
7,4,88,F,14,5,10,70,-18,Severe
15,10,190,M,45,7,10,94,-96,Severe
10,3,123,F,102,13,6,162,39,Well
15,5,185,M,108,14,0,168,-17,Severe
14,2,170,F,19,6,1,73,-97,Severe
9,9,117,F,18,6,1,73,-44,Severe
8,2,98,F,5,5,5,65,-33,Severe
12,7,151,M,7,5,6,66,-85,Severe
9,6,114,M,99,13,1,157,43,Well
6,4,76,F,47,8,0,96,20,Well
11,5,137,F,102,13,6,162,25,Well
14,9,177,M,85,11,9,141,-36,Severe
12,7,151,F,43,7,8,92,-59,Severe
9,2,110,F,61,9,3,111,1,Good
18,2,218,M,3,5,3,63,-155,Severe
14,11,179,F,106,13,10,166,-13,Severe
15,5,185,F,9,5,7,67,-118,Severe
11,3,135,F,101,13,4,160,25,Well
9,11,119,M,25,6,5,77,-42,Severe
5,8,68,F,109,14,1,169,101,Well
17,0,204,F,109,14,1,169,-35,Severe
11,3,135,F,38,7,4,88,-47,Severe
11,8,140,F,40,7,5,89,-51,Severe
6,0,72,M,23,6,4,76,4,Good
17,0,204,F,72,10,4,124,-80,Severe
8,4,100,F,87,11,11,143,43,Well
15,2,182,F,30,6,9,81,-101,Severe
5,3,63,F,48,8,1,97,34,Well
10,1,121,F,15,5,11,71,-50,Severe
18,1,217,M,30,6,9,81,-136,Severe
15,2,182,M,54,8,7,103,-79,Severe
14,1,169,M,20,6,2,74,-95,Severe
8,2,98,F,20,6,2,74,-24,Severe
7,5,89,F,36,7,2,86,-3,Mild
7,3,87,M,69,10,1,121,34,Well
18,1,217,F,20,6,2,74,-143,Severe
18,3,219,M,70,10,2,122,-97,Severe
10,5,125,F,66,9,9,117,-8,Severe
15,2,182,M,50,8,3,99,-83,Severe
7,9,93,M,52,8,5,101,8,Well
10,9,129,M,91,12,4,148,19,Well
12,0,144,M,97,12,11,155,11,Well
12,4,148,M,59,9,1,109,-39,Severe
12,0,144,F,95,12,9,153,9,Well
5,6,66,F,47,8,0,96,30,Well
18,3,219,M,66,9,9,117,-102,Severe
11,9,141,M,20,6,2,74,-67,Severe
15,4,184,M,51,8,4,100,-84,Severe
6,9,81,F,81,11,4,136,55,Well
18,8,224,F,9,5,7,67,-157,Severe
17,6,210,M,6,5,5,65,-145,Severe
14,4,172,F,24,6,5,77,-95,Severe
9,2,110,M,69,10,1,121,11,Well
15,2,182,F,104,13,7,163,-19,Severe
17,9,213,M,83,11,6,138,-75,Severe
18,11,227,F,34,7,0,84,-143,Severe
17,9,213,F,35,7,1,85,-128,Severe
9,11,119,M,51,8,4,100,-19,Severe
15,11,191,F,12,5,9,69,-122,Severe
5,11,71,M,20,6,2,74,3,Good
7,8,92,M,105,13,9,165,73,Well
13,6,162,M,92,12,5,149,-13,Severe
12,4,148,M,15,5,11,71,-77,Severe
5,11,71,F,88,12,0,144,73,Well
8,0,96,F,44,7,9,93,-3,Mild
7,2,86,F,68,10,0,120,34,Well
7,11,95,M,96,12,10,154,59,Well
9,8,116,M,100,13,3,159,43,Well
5,3,63,M,64,9,7,115,52,Well
16,9,201,F,28,6,8,80,-121,Severe
7,10,94,F,3,5,3,63,-31,Severe
10,1,121,F,38,7,4,88,-33,Severe
14,9,177,F,103,13,6,162,-15,Severe
10,10,130,F,44,7,9,93,-37,Severe
7,7,91,F,72,10,4,124,33,Well
12,7,151,M,37,7,3,87,-64,Severe
5,7,67,F,73,10,6,126,59,Well
15,3,183,F,13,5,9,69,-114,Severe
15,1,181,F,45,7,10,94,-87,Severe
10,10,130,M,74,10,7,127,-3,Mild
16,0,192,F,42,7,7,91,-101,Severe
6,3,75,M,98,13,0,156,81,Well
15,9,189,F,58,9,0,108,-81,Severe
8,4,100,F,91,12,4,148,48,Well
14,5,173,M,73,10,6,126,-47,Severe
14,4,172,F,67,9,10,118,-54,Severe
13,3,159,F,83,11,6,138,-21,Severe
6,3,75,M,98,13,0,156,81,Well
15,10,190,F,104,13,7,163,-27,Severe
10,9,129,F,12,5,9,69,-60,Severe
5,0,60,F,67,9,10,118,58,Well
8,8,104,M,36,7,2,86,-18,Severe
17,2,206,M,105,13,9,165,-41,Severe
12,1,145,M,106,13,10,166,21,Well
16,3,195,F,99,13,1,157,-38,Severe
17,5,209,F,14,5,10,70,-139,Severe
13,3,159,F,29,6,8,80,-79,Severe
15,4,184,M,16,5,11,71,-113,Severe
8,7,103,F,90,12,3,147,44,Well
17,8,212,M,89,12,1,145,-67,Severe
9,11,119,F,52,8,5,101,-18,Severe
9,11,119,M,45,7,10,94,-25,Severe
11,2,134,F,65,9,8,116,-18,Severe
5,1,61,F,89,12,1,145,84,Well
10,8,128,M,13,5,9,69,-59,Severe
10,4,124,F,14,5,10,70,-54,Severe
13,9,165,F,2,5,3,63,-102,Severe
15,3,183,M,11,5,8,68,-115,Severe
15,1,181,M,47,8,0,96,-85,Severe
8,3,99,M,23,6,4,76,-23,Severe
6,1,73,M,103,13,6,162,89,Well
8,5,101,F,33,6,11,83,-18,Severe
8,6,102,F,15,5,11,71,-31,Severe
8,6,102,F,7,5,6,66,-36,Severe
7,3,87,F,71,10,3,123,36,Well
13,3,159,F,59,9,1,109,-50,Severe
17,0,204,M,38,7,4,88,-116,Severe
17,3,207,M,59,9,1,109,-98,Severe
6,8,80,M,89,12,1,145,65,Well
14,7,175,M,83,11,6,138,-37,Severe
17,2,206,F,48,8,1,97,-109,Severe
14,11,179,F,107,13,11,167,-12,Severe
11,10,142,M,20,6,2,74,-68,Severe
12,4,148,F,97,12,11,155,7,Well
14,3,171,F,6,5,5,65,-106,Severe
17,11,215,F,66,9,9,117,-98,Severe
13,3,159,M,23,6,4,76,-83,Severe
15,0,180,F,22,6,3,75,-105,Severe
18,7,223,F,18,6,1,73,-150,Severe
10,3,123,M,71,10,3,123,0,Neutral
11,8,140,M,84,11,7,139,-1,Mild
14,3,171,F,96,12,10,154,-17,Severe
15,3,183,F,7,5,6,66,-117,Severe
18,10,226,F,107,13,11,167,-59,Severe
15,1,181,F,29,6,8,80,-101,Severe
7,3,87,F,92,12,5,149,62,Well
9,10,118,M,107,13,11,167,49,Well
15,3,183,F,110,14,3,171,-12,Severe
18,3,219,M,71,10,3,123,-96,Severe
12,11,155,F,88,12,0,144,-11,Severe
18,3,219,F,39,7,5,89,-130,Severe
11,9,141,M,87,11,11,143,2,Good
7,4,88,F,87,11,11,143,55,Well
6,1,73,M,12,5,9,69,-4,Mild
13,9,165,M,88,12,0,144,-21,Severe
12,3,147,F,13,5,9,69,-78,Severe
10,2,122,M,41,7,6,90,-32,Severe
18,1,217,F,101,13,4,160,-57,Severe
17,3,207,M,70,10,2,122,-85,Severe
8,8,104,F,34,7,0,84,-20,Severe
16,7,199,M,102,13,6,162,-37,Severe
11,2,134,F,108,14,0,168,34,Well
11,7,139,F,108,14,0,168,29,Well
10,4,124,M,8,5,6,66,-58,Severe
18,8,224,F,41,7,6,90,-134,Severe
18,4,220,M,11,5,8,68,-152,Severe
7,4,88,M,82,11,5,137,49,Well
5,10,70,M,85,11,9,141,71,Well
17,4,208,F,106,13,10,166,-42,Severe
14,6,174,M,40,7,5,89,-85,Severe
14,6,174,M,76,10,10,130,-44,Severe
16,7,199,F,27,6,7,79,-120,Severe
9,0,108,F,13,5,9,69,-39,Severe
18,8,224,M,77,10,11,131,-93,Severe
6,9,81,F,23,6,4,76,-5,Mild
9,3,111,M,64,9,7,115,4,Good
6,1,73,M,93,12,6,150,77,Well
17,0,204,M,7,5,6,66,-138,Severe
18,3,219,M,11,5,8,68,-151,Severe
8,1,97,F,69,10,1,121,24,Well
11,4,136,M,21,6,2,74,-62,Severe
9,1,109,M,20,6,2,74,-35,Severe
8,9,105,F,29,6,8,80,-25,Severe
15,0,180,F,102,13,6,162,-18,Severe
18,2,218,M,105,13,9,165,-53,Severe
13,9,165,M,92,12,5,149,-16,Severe
6,3,75,M,90,12,3,147,72,Well
17,2,206,F,95,12,9,153,-53,Severe
9,10,118,F,65,9,8,116,-2,Mild
18,9,225,F,46,7,11,95,-130,Severe
17,8,212,M,25,6,5,77,-135,Severe
8,11,107,F,15,5,11,71,-36,Severe
11,3,135,M,98,13,0,156,21,Well
17,10,214,M,94,12,7,151,-63,Severe
13,2,158,F,67,9,10,118,-40,Severe
8,3,99,M,46,7,11,95,-4,Mild
9,0,108,M,50,8,3,99,-9,Severe
13,0,156,M,6,5,5,65,-91,Severe
9,0,108,M,71,10,3,123,15,Well
10,11,131,F,78,11,0,132,1,Good
11,9,141,M,6,5,5,65,-76,Severe
7,8,92,M,102,13,6,162,70,Well
14,3,171,M,59,9,1,109,-62,Severe
12,10,154,M,15,5,11,71,-83,Severe
17,10,214,F,12,5,9,69,-145,Severe
18,1,217,M,44,7,9,93,-124,Severe
13,6,162,F,60,9,2,110,-52,Severe
16,3,195,F,50,8,3,99,-96,Severe
18,3,219,F,85,11,9,141,-78,Severe
12,10,154,F,44,7,9,93,-61,Severe
8,4,100,F,32,6,10,82,-18,Severe
11,3,135,M,89,12,1,145,10,Well
9,9,117,M,85,11,9,141,24,Well
14,5,173,M,89,12,1,145,-28,Severe
13,9,165,F,24,6,5,77,-88,Severe
8,7,103,M,92,12,5,149,46,Well
15,7,187,F,3,5,3,63,-124,Severe
7,8,92,M,6,5,5,65,-27,Severe
10,8,128,F,32,6,10,82,-46,Severe
18,5,221,M,45,7,10,94,-127,Severe
12,2,146,M,60,9,2,110,-36,Severe
17,3,207,F,18,6,1,73,-134,Severe
11,10,142,F,79,11,1,133,-9,Severe
10,10,130,M,38,7,4,88,-42,Severe
10,4,124,F,2,5,3,63,-61,Severe
7,9,93,F,63,9,6,114,21,Well
16,3,195,M,11,5,8,68,-127,Severe
17,1,205,M,99,13,1,157,-48,Severe
8,7,103,M,11,5,8,68,-35,Severe
6,11,83,F,12,5,9,69,-14,Severe
12,7,151,F,15,5,11,71,-80,Severe
13,1,157,F,85,11,9,141,-16,Severe
12,10,154,F,38,7,4,88,-66,Severe
16,0,192,F,21,6,2,74,-118,Severe
14,10,178,M,93,12,6,150,-28,Severe
18,3,219,F,103,13,6,162,-57,Severe
12,10,154,F,31,6,9,81,-73,Severe
6,9,81,F,62,9,4,112,31,Well
9,7,115,F,65,9,8,116,1,Good
5,1,61,F,97,12,11,155,94,Well
13,2,158,F,23,6,4,76,-82,Severe
17,4,208,M,14,5,10,70,-138,Severe
12,1,145,F,105,13,9,165,20,Well
6,7,79,F,49,8,2,98,19,Well
17,9,213,F,17,6,0,72,-141,Severe
17,3,207,F,88,12,0,144,-63,Severe
16,7,199,M,33,6,11,83,-116,Severe
5,5,65,M,25,6,5,77,12,Well
13,5,161,M,68,10,0,120,-41,Severe
6,11,83,F,25,6,5,77,-6,Severe
17,8,212,F,42,7,7,91,-121,Severe
6,9,81,F,7,5,6,66,-15,Severe
8,0,96,F,28,6,8,80,-16,Severe
7,7,91,F,73,10,6,126,35,Well
17,1,205,F,90,12,3,147,-58,Severe
15,0,180,F,35,7,1,85,-95,Severe
15,4,184,M,77,10,11,131,-53,Severe
18,1,217,M,53,8,6,102,-115,Severe
7,10,94,M,60,9,2,110,16,Well
5,9,69,M,4,5,4,64,-5,Mild
6,11,83,F,26,6,6,78,-5,Mild
6,1,73,F,110,14,3,171,98,Well
6,1,73,M,18,6,1,73,0,Neutral
13,11,167,M,89,12,1,145,-22,Severe
8,8,104,F,46,7,11,95,-9,Severe
13,6,162,F,104,13,7,163,1,Good
8,9,105,F,57,8,10,106,1,Good
10,10,130,F,85,11,9,141,11,Well
14,10,178,M,13,5,9,69,-109,Severe
5,9,69,F,89,12,1,145,76,Well
5,6,66,F,77,10,11,131,65,Well
5,3,63,M,88,12,0,144,81,Well
17,2,206,F,106,13,10,166,-40,Severe
16,1,193,M,45,7,10,94,-99,Severe
5,11,71,M,54,8,7,103,32,Well
16,2,194,M,11,5,8,68,-126,Severe
10,5,125,F,74,10,7,127,2,Good
7,6,90,F,13,5,9,69,-21,Severe
17,4,208,F,91,12,4,148,-60,Severe
11,7,139,F,95,12,9,153,14,Well
16,9,201,M,47,8,0,96,-105,Severe
13,7,163,M,75,10,9,129,-34,Severe
8,3,99,M,83,11,6,138,39,Well
11,7,139,M,81,11,4,136,-3,Mild
7,11,95,F,15,5,11,71,-24,Severe
11,6,138,M,69,10,1,121,-17,Severe
12,1,145,F,74,10,7,127,-18,Severe
9,7,115,F,40,7,5,89,-26,Severe
5,6,66,F,41,7,6,90,24,Well
12,6,150,M,87,11,11,143,-7,Severe
7,3,87,F,88,12,0,144,57,Well
11,3,135,F,30,6,9,81,-54,Severe
15,0,180,F,19,6,1,73,-107,Severe
12,9,153,F,17,6,0,72,-81,Severe
7,8,92,F,67,9,10,118,26,Well
6,9,81,M,4,5,4,64,-17,Severe
14,11,179,F,31,6,9,81,-98,Severe
5,10,70,F,12,5,9,69,-1,Mild
10,3,123,F,89,12,1,145,22,Well
6,10,82,F,16,5,11,71,-11,Severe
7,10,94,F,109,14,1,169,75,Well
6,11,83,M,65,9,8,116,33,Well
5,4,64,M,12,5,9,69,5,Good
9,2,110,F,50,8,3,99,-11,Severe
17,5,209,M,45,7,10,94,-115,Severe
11,4,136,F,81,11,4,136,0,Neutral
17,6,210,M,57,8,10,106,-104,Severe
13,9,165,M,74,10,7,127,-38,Severe
7,4,88,F,50,8,3,99,11,Well
18,9,225,M,75,10,9,129,-96,Severe
8,9,105,M,103,13,6,162,57,Well
7,9,93,F,92,12,5,149,56,Well
11,3,135,M,15,5,11,71,-64,Severe
10,7,127,M,13,5,9,69,-58,Severe
9,7,115,M,104,13,7,163,48,Well
18,1,217,M,58,9,0,108,-109,Severe
16,0,192,M,106,13,10,166,-26,Severe
11,11,143,M,37,7,3,87,-56,Severe
18,11,227,F,109,14,1,169,-58,Severe
15,7,187,M,61,9,3,111,-76,Severe
18,0,216,F,96,12,10,154,-62,Severe
7,2,86,F,16,5,11,71,-15,Severe
10,11,131,F,31,6,9,81,-50,Severe
12,6,150,F,75,10,9,129,-21,Severe
9,5,113,F,28,6,8,80,-33,Severe
15,6,186,M,72,10,4,124,-62,Severe
6,6,78,F,26,6,6,78,0,Neutral
13,6,162,M,108,14,0,168,6,Well
6,2,74,F,35,7,1,85,11,Well
12,2,146,F,30,6,9,81,-65,Severe
10,10,130,F,93,12,6,150,20,Well
16,7,199,F,25,6,5,77,-122,Severe
13,9,165,M,51,8,4,100,-65,Severe
6,2,74,M,52,8,5,101,27,Well
10,8,128,F,44,7,9,93,-35,Severe
8,1,97,F,11,5,8,68,-29,Severe
13,7,163,F,26,6,6,78,-85,Severe
18,9,225,F,106,13,10,166,-59,Severe
10,0,120,M,41,7,6,90,-30,Severe
8,3,99,F,90,12,3,147,48,Well
17,10,214,M,59,9,1,109,-105,Severe
7,2,86,F,15,5,11,71,-15,Severe
11,11,143,M,90,12,3,147,4,Good
13,5,161,M,38,7,4,88,-73,Severe
16,6,198,F,60,9,2,110,-88,Severe
12,6,150,M,105,13,9,165,15,Well
13,1,157,M,13,5,9,69,-88,Severe
11,5,137,F,49,8,2,98,-39,Severe
5,2,62,M,12,5,9,69,7,Well
13,3,159,F,95,12,9,153,-6,Severe
11,11,143,M,94,12,7,151,8,Well
17,5,209,F,60,9,2,110,-99,Severe
17,11,215,F,104,13,7,163,-52,Severe
17,10,214,F,87,11,11,143,-71,Severe
10,2,122,M,88,12,0,144,22,Well
14,11,179,F,17,6,0,72,-107,Severe
15,5,185,M,93,12,6,150,-35,Severe
10,9,129,F,4,5,4,64,-65,Severe
5,1,61,M,17,6,0,72,11,Well
7,3,87,F,48,8,1,97,10,Well
17,5,209,M,47,8,0,96,-113,Severe
11,5,137,F,98,13,0,156,19,Well
9,7,115,F,29,6,8,80,-35,Severe
11,10,142,F,7,5,6,66,-76,Severe
16,3,195,F,93,12,6,150,-45,Severe
17,7,211,F,70,10,2,122,-89,Severe
12,10,154,F,52,8,5,101,-53,Severe
17,4,208,F,30,6,9,81,-127,Severe
9,6,114,M,62,9,4,112,-2,Mild
9,4,112,M,95,12,9,153,41,Well
6,5,77,F,89,12,1,145,68,Well
7,8,92,F,65,9,8,116,24,Well
10,5,125,F,22,6,3,75,-50,Severe
11,3,135,F,81,11,4,136,1,Good
8,2,98,F,45,7,10,94,-4,Mild
14,2,170,M,7,5,6,66,-104,Severe
10,1,121,M,46,7,11,95,-26,Severe
15,11,191,F,7,5,6,66,-125,Severe
15,10,190,M,9,5,7,67,-123,Severe
6,7,79,F,42,7,7,91,12,Well
14,7,175,F,102,13,6,162,-13,Severe
10,2,122,F,100,13,3,159,37,Well
5,0,60,M,54,8,7,103,43,Well
7,8,92,F,87,11,11,143,51,Well
12,3,147,M,76,10,10,130,-17,Severe
9,0,108,M,38,7,4,88,-20,Severe
13,11,167,M,15,5,11,71,-96,Severe
11,5,137,M,109,14,1,169,32,Well
10,0,120,M,85,11,9,141,21,Well
8,9,105,F,108,14,0,168,63,Well
17,4,208,F,51,8,4,100,-108,Severe
14,5,173,M,62,9,4,112,-61,Severe
8,9,105,F,48,8,1,97,-8,Severe
6,4,76,F,11,5,8,68,-8,Severe
6,0,72,M,81,11,4,136,64,Well
18,9,225,F,96,12,10,154,-71,Severe
18,11,227,F,84,11,7,139,-88,Severe
12,1,145,F,15,5,11,71,-74,Severe
7,11,95,M,37,7,3,87,-8,Severe
8,6,102,M,28,6,8,80,-22,Severe
10,10,130,F,64,9,7,115,-15,Severe
14,3,171,M,27,6,7,79,-92,Severe
5,3,63,F,94,12,7,151,88,Well
15,5,185,M,63,9,6,114,-71,Severe
12,4,148,F,107,13,11,167,19,Well
11,8,140,F,69,10,1,121,-19,Severe
13,5,161,F,37,7,3,87,-74,Severe
8,0,96,F,5,5,5,65,-31,Severe
18,5,221,M,68,10,0,120,-101,Severe
12,2,146,M,101,13,4,160,14,Well
14,8,176,M,2,5,3,63,-113,Severe
9,5,113,M,90,12,3,147,34,Well
16,8,200,M,64,9,7,115,-85,Severe
17,3,207,F,60,9,2,110,-97,Severe
17,9,213,M,81,11,4,136,-77,Severe
13,10,166,F,20,6,2,74,-92,Severe
8,3,99,F,30,6,9,81,-18,Severe
5,10,70,F,11,5,8,68,-2,Mild
15,1,181,F,64,9,7,115,-66,Severe
11,11,143,F,21,6,2,74,-69,Severe
15,10,190,F,83,11,6,138,-52,Severe
